timestamp,sentence,token_count,completed,is_last,avg_peak_frame,avg_max_attention,min_max_attention,max_max_attention,avg_entropy,is_monotonic,rewind_count,per_token_data
2026-01-31T15:13:21.451143, (Korean )  (,4,True,False,29.50,1.1389,0.8219,1.6418,nan,False,2,"[{""token_id"": 522, ""token_text"": "" ("", ""peak_frame"": 18, ""max_attention"": 1.6418359279632568, ""attention_entropy"": NaN, ""content_mel_len"": 214, ""timestamp"": 0.36}, {""token_id"": 44285, ""token_text"": ""Korean"", ""peak_frame"": 8, ""max_attention"": 0.8615155816078186, ""attention_entropy"": NaN, ""content_mel_len"": 214, ""timestamp"": 0.16}, {""token_id"": 8, ""token_text"": "")"", ""peak_frame"": 6, ""max_attention"": 0.8218962550163269, ""attention_entropy"": NaN, ""content_mel_len"": 214, ""timestamp"": 0.12}, {""token_id"": 522, ""token_text"": "" ("", ""peak_frame"": 86, ""max_attention"": 1.2302640676498413, ""attention_entropy"": NaN, ""content_mel_len"": 214, ""timestamp"": 1.72}]"
2026-01-31T15:13:22.449986, 테스트  해보시고  정상  문장과  비정상  문장의  패턴  차이를  분석해보세요 .,26,True,False,144.00,3.2760,1.4875,4.7187,nan,True,0,"[{""token_id"": 30516, ""token_text"": "" 테"", ""peak_frame"": 11, ""max_attention"": 1.7195713520050049, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.22}, {""token_id"": 29271, ""token_text"": ""스트"", ""peak_frame"": 21, ""max_attention"": 1.487500786781311, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.42}, {""token_id"": 11134, ""token_text"": "" 해�"", ""peak_frame"": 29, ""max_attention"": 2.160395622253418, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.58}, {""token_id"": 111, ""token_text"": ""�"", ""peak_frame"": 33, ""max_attention"": 1.982966423034668, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.66}, {""token_id"": 46312, ""token_text"": ""�시"", ""peak_frame"": 40, ""max_attention"": 1.9382705688476562, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.8}, {""token_id"": 1313, ""token_text"": ""고"", ""peak_frame"": 49, ""max_attention"": 2.6934802532196045, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 0.98}, {""token_id"": 4980, ""token_text"": "" 정"", ""peak_frame"": 77, ""max_attention"": 2.8843994140625, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 1.54}, {""token_id"": 5979, ""token_text"": ""상"", ""peak_frame"": 88, ""max_attention"": 2.9947001934051514, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 1.76}, {""token_id"": 13086, ""token_text"": "" 문"", ""peak_frame"": 99, ""max_attention"": 3.0951924324035645, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 1.98}, {""token_id"": 4573, ""token_text"": ""장"", ""peak_frame"": 111, ""max_attention"": 3.182514190673828, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 2.22}, {""token_id"": 7097, ""token_text"": ""과"", ""peak_frame"": 122, ""max_attention"": 3.321085214614868, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 2.44}, {""token_id"": 10079, ""token_text"": "" 비"", ""peak_frame"": 147, ""max_attention"": 3.654456853866577, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 2.94}, {""token_id"": 6170, ""token_text"": ""정"", ""peak_frame"": 158, ""max_attention"": 3.6522412300109863, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 3.16}, {""token_id"": 5979, ""token_text"": ""상"", ""peak_frame"": 168, ""max_attention"": 3.47240948677063, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 3.36}, {""token_id"": 13086, ""token_text"": "" 문"", ""peak_frame"": 178, ""max_attention"": 3.5610711574554443, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 3.56}, {""token_id"": 4573, ""token_text"": ""장"", ""peak_frame"": 188, ""max_attention"": 3.603252410888672, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 3.7600000000000002}, {""token_id"": 2785, ""token_text"": ""의"", ""peak_frame"": 194, ""max_attention"": 3.89290189743042, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 3.88}, {""token_id"": 35470, ""token_text"": "" 패"", ""peak_frame"": 200, ""max_attention"": 3.778658628463745, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.0}, {""token_id"": 6826, ""token_text"": ""�"", ""peak_frame"": 208, ""max_attention"": 3.4847781658172607, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.16}, {""token_id"": 112, ""token_text"": ""�"", ""peak_frame"": 212, ""max_attention"": 3.4785544872283936, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.24}, {""token_id"": 15391, ""token_text"": "" 차"", ""peak_frame"": 217, ""max_attention"": 4.092472553253174, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.34}, {""token_id"": 35150, ""token_text"": ""이를"", ""peak_frame"": 223, ""max_attention"": 4.09951639175415, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.46}, {""token_id"": 15361, ""token_text"": "" 분"", ""peak_frame"": 233, ""max_attention"": 4.718735218048096, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.66}, {""token_id"": 17075, ""token_text"": ""석"", ""peak_frame"": 240, ""max_attention"": 3.8804757595062256, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.8}, {""token_id"": 14841, ""token_text"": ""해�"", ""peak_frame"": 246, ""max_attention"": 4.584157466888428, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 4.92}, {""token_id"": 47326, ""token_text"": ""��세요"", ""peak_frame"": 252, ""max_attention"": 3.762065887451172, ""attention_entropy"": NaN, ""content_mel_len"": 281, ""timestamp"": 5.04}]"
2026-01-31T15:13:23.415003, 자세히  보시고  정상  문장과  비정상  문장의  패턴  차이를  분석해  보세요 .  (,27,True,True,132.93,3.2043,1.5700,4.3983,nan,False,2,"[{""token_id"": 5650, ""token_text"": "" 자"", ""peak_frame"": 2, ""max_attention"": 1.5700249671936035, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 0.04}, {""token_id"": 5762, ""token_text"": ""세"", ""peak_frame"": 0, ""max_attention"": 1.5849870443344116, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 0.0}, {""token_id"": 5905, ""token_text"": ""히"", ""peak_frame"": 10, ""max_attention"": 1.6116611957550049, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 0.2}, {""token_id"": 44771, ""token_text"": "" 보시"", ""peak_frame"": 8, ""max_attention"": 1.5735104084014893, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 0.16}, {""token_id"": 1313, ""token_text"": ""고"", ""peak_frame"": 23, ""max_attention"": 2.523625612258911, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 0.46}, {""token_id"": 4980, ""token_text"": "" 정"", ""peak_frame"": 51, ""max_attention"": 2.7202274799346924, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 1.02}, {""token_id"": 5979, ""token_text"": ""상"", ""peak_frame"": 63, ""max_attention"": 2.844529628753662, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 1.26}, {""token_id"": 13086, ""token_text"": "" 문"", ""peak_frame"": 74, ""max_attention"": 2.9136180877685547, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 1.48}, {""token_id"": 4573, ""token_text"": ""장"", ""peak_frame"": 85, ""max_attention"": 2.947089195251465, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 1.7}, {""token_id"": 7097, ""token_text"": ""과"", ""peak_frame"": 95, ""max_attention"": 3.1127400398254395, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 1.9000000000000001}, {""token_id"": 10079, ""token_text"": "" 비"", ""peak_frame"": 121, ""max_attention"": 3.4488792419433594, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 2.42}, {""token_id"": 6170, ""token_text"": ""정"", ""peak_frame"": 132, ""max_attention"": 3.484271287918091, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 2.64}, {""token_id"": 5979, ""token_text"": ""상"", ""peak_frame"": 143, ""max_attention"": 3.366584539413452, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 2.86}, {""token_id"": 13086, ""token_text"": "" 문"", ""peak_frame"": 152, ""max_attention"": 3.285447597503662, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.04}, {""token_id"": 4573, ""token_text"": ""장"", ""peak_frame"": 163, ""max_attention"": 3.4387316703796387, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.2600000000000002}, {""token_id"": 2785, ""token_text"": ""의"", ""peak_frame"": 168, ""max_attention"": 3.4342710971832275, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.36}, {""token_id"": 35470, ""token_text"": "" 패"", ""peak_frame"": 175, ""max_attention"": 3.644277811050415, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.5}, {""token_id"": 6826, ""token_text"": ""�"", ""peak_frame"": 183, ""max_attention"": 3.5284056663513184, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.66}, {""token_id"": 112, ""token_text"": ""�"", ""peak_frame"": 186, ""max_attention"": 3.408849000930786, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.72}, {""token_id"": 15391, ""token_text"": "" 차"", ""peak_frame"": 191, ""max_attention"": 4.012375831604004, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.8200000000000003}, {""token_id"": 35150, ""token_text"": ""이를"", ""peak_frame"": 197, ""max_attention"": 4.022741794586182, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 3.94}, {""token_id"": 15361, ""token_text"": "" 분"", ""peak_frame"": 206, ""max_attention"": 4.39829683303833, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 4.12}, {""token_id"": 17075, ""token_text"": ""석"", ""peak_frame"": 214, ""max_attention"": 3.7550106048583984, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 4.28}, {""token_id"": 5302, ""token_text"": ""해"", ""peak_frame"": 220, ""max_attention"": 4.370156288146973, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 4.4}, {""token_id"": 49790, ""token_text"": "" 보세요"", ""peak_frame"": 227, ""max_attention"": 4.20604133605957, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 4.54}, {""token_id"": 13, ""token_text"": ""."", ""peak_frame"": 246, ""max_attention"": 4.227913856506348, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 4.92}, {""token_id"": 522, ""token_text"": "" ("", ""peak_frame"": 254, ""max_attention"": 3.0817673206329346, ""attention_entropy"": NaN, ""content_mel_len"": 255, ""timestamp"": 5.08}]"
2026-01-31T15:13:29.497549, 찍어보고  있는데...,16,True,False,49.69,2.3376,1.6489,3.0282,nan,False,2,"[{""token_id"": 7356, ""token_text"": "" 지금"", ""peak_frame"": 10, ""max_attention"": 1.6489012241363525, ""attention_entropy"": NaN, ""content_mel_len"": 76, ""timestamp"": 0.2}, {""token_id"": 26142, ""token_text"": "" 로"", ""peak_frame"": 25, ""max_attention"": 1.91575288772583, ""attention_entropy"": NaN, ""content_mel_len"": 76, ""timestamp"": 0.5}, {""token_id"": 10557, ""token_text"": ""그�"", ""peak_frame"": 36, ""max_attention"": 1.895788311958313, ""attention_entropy"": NaN, ""content_mel_len"": 76, ""timestamp"": 0.72}, {""token_id"": 2429, ""token_text"": ""��"", ""peak_frame"": 45, ""max_attention"": 2.38627552986145, ""attention_entropy"": NaN, ""content_mel_len"": 76, ""timestamp"": 0.9}, {""token_id"": 17285, ""token_text"": "" 찍"", ""peak_frame"": 54, ""max_attention"": 2.5364644527435303, ""attention_entropy"": NaN, ""content_mel_len"": 76, ""timestamp"": 1.08}, {""token_id"": 26142, ""token_text"": "" 로"", ""peak_frame"": 26, ""max_attention"": 1.9080754518508911, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 0.52}, {""token_id"": 10557, ""token_text"": ""그�"", ""peak_frame"": 36, ""max_attention"": 1.8643624782562256, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 0.72}, {""token_id"": 2429, ""token_text"": ""��"", ""peak_frame"": 45, ""max_attention"": 2.377046585083008, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 0.9}, {""token_id"": 17285, ""token_text"": "" 찍"", ""peak_frame"": 54, ""max_attention"": 2.5158095359802246, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 1.08}, {""token_id"": 6540, ""token_text"": ""어�"", ""peak_frame"": 61, ""max_attention"": 2.5208163261413574, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 1.22}, {""token_id"": 34400, ""token_text"": ""��고"", ""peak_frame"": 67, ""max_attention"": 2.3649227619171143, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 1.34}, {""token_id"": 19197, ""token_text"": "" 있는데"", ""peak_frame"": 77, ""max_attention"": 3.0282344818115234, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 1.54}, {""token_id"": 17285, ""token_text"": "" 찍"", ""peak_frame"": 54, ""max_attention"": 2.5338356494903564, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.08}, {""token_id"": 6540, ""token_text"": ""어�"", ""peak_frame"": 62, ""max_attention"": 2.5223660469055176, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.24}, {""token_id"": 34400, ""token_text"": ""��고"", ""peak_frame"": 66, ""max_attention"": 2.36051344871521, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.32}, {""token_id"": 19197, ""token_text"": "" 있는데"", ""peak_frame"": 77, ""max_attention"": 3.023167848587036, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.54}]"
2026-01-31T15:13:29.922577, 있는데 .,2,False,True,28.50,1.4248,1.1633,1.6862,nan,True,0,"[{""token_id"": 19197, ""token_text"": "" 있는데"", ""peak_frame"": 8, ""max_attention"": 1.68619704246521, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.16}, {""token_id"": 13, ""token_text"": ""."", ""peak_frame"": 49, ""max_attention"": 1.1633484363555908, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.98}]"
2026-01-31T15:13:32.026862, 나오려는지 .,7,True,False,121.71,2.3455,1.3651,2.6225,nan,False,1,"[{""token_id"": 10496, ""token_text"": "" 이게"", ""peak_frame"": 88, ""max_attention"": 1.3651155233383179, ""attention_entropy"": NaN, ""content_mel_len"": 155, ""timestamp"": 1.76}, {""token_id"": 6644, ""token_text"": "" 잘"", ""peak_frame"": 109, ""max_attention"": 2.257542133331299, ""attention_entropy"": NaN, ""content_mel_len"": 155, ""timestamp"": 2.18}, {""token_id"": 49397, ""token_text"": "" 나오�"", ""peak_frame"": 122, ""max_attention"": 2.54374098777771, ""attention_entropy"": NaN, ""content_mel_len"": 155, ""timestamp"": 2.44}, {""token_id"": 5743, ""token_text"": ""��"", ""peak_frame"": 134, ""max_attention"": 2.5397629737854004, ""attention_entropy"": NaN, ""content_mel_len"": 155, ""timestamp"": 2.68}, {""token_id"": 49397, ""token_text"": "" 나오�"", ""peak_frame"": 122, ""max_attention"": 2.5431463718414307, ""attention_entropy"": NaN, ""content_mel_len"": 180, ""timestamp"": 2.44}, {""token_id"": 5743, ""token_text"": ""��"", ""peak_frame"": 134, ""max_attention"": 2.546755313873291, ""attention_entropy"": NaN, ""content_mel_len"": 180, ""timestamp"": 2.68}, {""token_id"": 32087, ""token_text"": ""는지"", ""peak_frame"": 143, ""max_attention"": 2.622476816177368, ""attention_entropy"": NaN, ""content_mel_len"": 180, ""timestamp"": 2.86}]"
2026-01-31T15:13:35.501648," 또  다른  문제는  할로시네이션이  발생했을  때 ,",17,True,False,97.65,2.4192,0.5532,3.6698,nan,False,1,"[{""token_id"": 531, ""token_text"": "" �"", ""peak_frame"": 1, ""max_attention"": 1.6347650289535522, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 0.02}, {""token_id"": 246, ""token_text"": ""�"", ""peak_frame"": 3, ""max_attention"": 0.9591391086578369, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 0.06}, {""token_id"": 238, ""token_text"": ""�"", ""peak_frame"": 72, ""max_attention"": 0.8103978633880615, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 1.44}, {""token_id"": 16435, ""token_text"": "" 다른"", ""peak_frame"": 2, ""max_attention"": 0.5531736612319946, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 0.04}, {""token_id"": 24290, ""token_text"": "" 문제"", ""peak_frame"": 15, ""max_attention"": 2.474496841430664, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 0.3}, {""token_id"": 1098, ""token_text"": ""는"", ""peak_frame"": 27, ""max_attention"": 1.6045920848846436, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 0.54}, {""token_id"": 44148, ""token_text"": "" 할�"", ""peak_frame"": 97, ""max_attention"": 1.5939172506332397, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 1.94}, {""token_id"": 1955, ""token_text"": ""��"", ""peak_frame"": 104, ""max_attention"": 2.767885446548462, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.08}, {""token_id"": 10426, ""token_text"": ""시�"", ""peak_frame"": 109, ""max_attention"": 2.856971502304077, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.18}, {""token_id"": 5626, ""token_text"": ""��"", ""peak_frame"": 114, ""max_attention"": 2.9494271278381348, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.2800000000000002}, {""token_id"": 41923, ""token_text"": ""이션"", ""peak_frame"": 123, ""max_attention"": 3.125669479370117, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.46}, {""token_id"": 1129, ""token_text"": ""이"", ""peak_frame"": 137, ""max_attention"": 3.2309837341308594, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.74}, {""token_id"": 47532, ""token_text"": "" 발생"", ""peak_frame"": 141, ""max_attention"": 3.4041781425476074, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 2.82}, {""token_id"": 7077, ""token_text"": ""했"", ""peak_frame"": 160, ""max_attention"": 3.6697850227355957, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 3.2}, {""token_id"": 1638, ""token_text"": ""을"", ""peak_frame"": 179, ""max_attention"": 3.41011905670166, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 3.58}, {""token_id"": 7765, ""token_text"": "" 때"", ""peak_frame"": 179, ""max_attention"": 3.2032883167266846, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 3.58}, {""token_id"": 11, ""token_text"": "","", ""peak_frame"": 197, ""max_attention"": 2.876870632171631, ""attention_entropy"": NaN, ""content_mel_len"": 206, ""timestamp"": 3.94}]"
2026-01-31T15:13:37.310376, 했을  때  어떤  결과가  나오는지 .,8,True,False,59.12,2.2903,1.6279,3.0377,nan,True,0,"[{""token_id"": 8154, ""token_text"": "" 했"", ""peak_frame"": 5, ""max_attention"": 1.71645188331604, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 0.1}, {""token_id"": 1638, ""token_text"": ""을"", ""peak_frame"": 16, ""max_attention"": 1.8396958112716675, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 0.32}, {""token_id"": 7765, ""token_text"": "" 때"", ""peak_frame"": 25, ""max_attention"": 1.6279199123382568, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 0.5}, {""token_id"": 15620, ""token_text"": "" 어떤"", ""peak_frame"": 54, ""max_attention"": 2.367103099822998, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 1.08}, {""token_id"": 46310, ""token_text"": "" 결과"", ""peak_frame"": 69, ""max_attention"": 2.485131025314331, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 1.3800000000000001}, {""token_id"": 1453, ""token_text"": ""가"", ""peak_frame"": 84, ""max_attention"": 2.663846015930176, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 1.68}, {""token_id"": 19857, ""token_text"": "" 나오"", ""peak_frame"": 103, ""max_attention"": 2.58451509475708, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 2.06}, {""token_id"": 32087, ""token_text"": ""는지"", ""peak_frame"": 117, ""max_attention"": 3.037702798843384, ""attention_entropy"": NaN, ""content_mel_len"": 153, ""timestamp"": 2.34}]"
2026-01-31T15:13:38.819961, 나오는지  분석해  보겠습니다 .,9,True,False,58.11,2.0136,1.5176,2.5288,nan,False,1,"[{""token_id"": 15361, ""token_text"": "" 분"", ""peak_frame"": 15, ""max_attention"": 1.5175807476043701, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 0.3}, {""token_id"": 17075, ""token_text"": ""석"", ""peak_frame"": 77, ""max_attention"": 1.843629002571106, ""attention_entropy"": NaN, ""content_mel_len"": 102, ""timestamp"": 1.54}, {""token_id"": 19857, ""token_text"": "" 나오"", ""peak_frame"": 2, ""max_attention"": 1.5942916870117188, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 0.04}, {""token_id"": 32087, ""token_text"": ""는지"", ""peak_frame"": 9, ""max_attention"": 1.7802420854568481, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 0.18}, {""token_id"": 15361, ""token_text"": "" 분"", ""peak_frame"": 70, ""max_attention"": 2.009606122970581, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.4000000000000001}, {""token_id"": 17075, ""token_text"": ""석"", ""peak_frame"": 77, ""max_attention"": 1.9037611484527588, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.54}, {""token_id"": 5302, ""token_text"": ""해"", ""peak_frame"": 85, ""max_attention"": 2.441842794418335, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.7}, {""token_id"": 6330, ""token_text"": "" 보"", ""peak_frame"": 89, ""max_attention"": 2.502258062362671, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.78}, {""token_id"": 9420, ""token_text"": ""겠습니다"", ""peak_frame"": 99, ""max_attention"": 2.5287508964538574, ""attention_entropy"": NaN, ""content_mel_len"": 127, ""timestamp"": 1.98}]"
2026-01-31T15:13:39.218883, 시작해  보겠습니다 .,5,False,True,18.60,1.8566,1.5956,2.1233,nan,True,0,"[{""token_id"": 14525, ""token_text"": "" 시작"", ""peak_frame"": 2, ""max_attention"": 1.6438140869140625, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.04}, {""token_id"": 5302, ""token_text"": ""해"", ""peak_frame"": 8, ""max_attention"": 1.5956417322158813, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.16}, {""token_id"": 6330, ""token_text"": "" 보"", ""peak_frame"": 12, ""max_attention"": 1.9440960884094238, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.24}, {""token_id"": 9420, ""token_text"": ""겠습니다"", ""peak_frame"": 22, ""max_attention"": 2.123272180557251, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.44}, {""token_id"": 13, ""token_text"": ""."", ""peak_frame"": 49, ""max_attention"": 1.9761860370635986, ""attention_entropy"": NaN, ""content_mel_len"": 51, ""timestamp"": 0.98}]"
